Alan Ford;55;Una trappola per il Gruppo TNT ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;56;Vuoi venire in crociera con me? ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;57;Salvateci per piacere grazie ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;58;Un salto nel vuoto ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;59;Intrigo a Montecalvo ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;60;Golpe ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;61;La testa di coccodrillo ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;62;I 3 Rock ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;63;Idem-Idem ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;64;Il trio Fantasticus ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;65;Un tiro mancino ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;66;Una losca vicenda ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;67;Quando necessita` impone ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;68;Un illecito sportivo ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;69;Un`idea a sorpresa ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;70;Girotondo con Rapiner ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;71;In Transilvania c`e` un castello che... ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;72;Natale col vampiro ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;73;Il dottor Cancer ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;74;Superciuk colpisce ancora ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;75;Cala la tela su Superciuk ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;200;Hic...hic...hurrah! ;Magnus ;Bunker Max;Max Bunker Production;F
Alan Ford;318;Spirito (non alcol) natalizio ;Paganini M;Bunker Max;Max Bunker Production;F
Alan Ford;215;Un tiro mancino ;Nizzoli M;Bunker Max;Max Bunker Production;F
Alan Ford;218;Fantasmagoria ;Nizzoli M;Bunker Max;Max Bunker Production;F
Alan Ford;222;A.V.E. (assicurazionevita eterna) ;Nizzoli M;Bunker Max;Max Bunker Production;F
Alan Ford;224;Il bambino prodigio ;Nizzoli M;Bunker Max;Max Bunker Production;F
Alan Ford;228;Il codice Graffiti ;Nizzoli M;Bunker Max;Max Bunker Production;F
Alan Ford;230;La banda dei 4 ;Nizzoli M;Bunker Max;Max Bunker Production;F
Alan Ford;232;Perestrojka ;Nizzoli M;Bunker Max;Max Bunker Production;F
Alan Ford;235;Il prigioniero della torre ;Nizzoli M;Bunker Max;Max Bunker Production;F
Alan Ford;237;La stirpe dei Mangia ;Nizzoli M;Bunker Max;Max Bunker Production;F
Alan Ford;216;Una bella macchina rossa ;Airaghi M;Bunker Max;Max Bunker Production;F
Alan Ford;242;Mistero un pochino svelato ;Tacconella G;Bunker Max;Max Bunker Production;F
Alan Ford;245;All`ombra della ghigliottina ;Tacconella G;Bunker Max;Max Bunker Production;F
Alan Ford;248;L`ultima lotta? ;Tacconella G;Bunker Max;Max Bunker Production;F
Alan Ford;114;Prugna secca ;Romanini G;Bunker Max;Max Bunker Production;F
Alan Ford;121;Tarlomania ;Romanini G;Bunker Max;Max Bunker Production;F
Alan Ford;124;Un di cosi ;Romanini G;Bunker Max;Max Bunker Production;F
Alan Ford;180;La fiamma di Olimpia ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;183;Aerobic Dance ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;185;Nella memoria del caro estinto ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;187;Asta diabolica ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;190;Il testamento del Numero Uno ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;193;La trama del complotto ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;196;L`affare si complica ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;197;Scommettiamo? ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;198;Un colpo al cuore ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;199;La tomba violata ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;201;Zanzaricerca ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;203;Il pirata nero ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;206;Cuccate il paninaro ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;210;Vendetta a scacchi ;Piccininno Giuliano;Bunker Max;Max Bunker Production;F
Alan Ford;168;Portubell ;Morricone E;Bunker Max;Max Bunker Production;F
Alan Ford;205;Gia`, gia` giap ;Folli E;Bunker Max;Max Bunker Production;F
Alan Ford;208;Il vampiro radioattivo ;Folli E;Bunker Max;Max Bunker Production;F
Alan Ford;213;Uccidete il critico ;Folli E;Bunker Max;Max Bunker Production;F
Alan Ford;221;Topi d`albergo ;Folli E;Bunker Max;Max Bunker Production;F
Alan Ford;147;Il mostro di Lockness ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;202;Il trio della mutua ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;204;Pan 2000 ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;207;La copa de oro ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;209;Un po` di pazienza ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;211;Terrorism ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;212;L`idolo maledetto ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;214;Il Conte nei guai ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;217;Prudy, Prudy ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;219;Lenti da sole ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;220;Cuori solitari ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;223;Soft Killing ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;225;Arriba Superciuk ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;226;Finale a sorprese ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;227;Come ti muovi ti accoppio ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;229;Bordighera o morte! ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;231;Zoo follies ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;233;Spazzion Superciuk a rapporto! ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;234;Natale coi fiocchi ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;236;Vu` cumpra`? ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;238;Il documento maledetto ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;239;Missione suicida ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;240;Tradimento ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;241;Il naufragio della Daisy Lou ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;243;L`umo di Londra ;Perucca D;Bunker Max;Max Bunker Production;F
